FeatureCode,DateCode,Measurement,Units,Value,Gender,Working Pattern,Population Group
S12000042,2019,Mean,Pounds (GBP),495.6,All,All Patterns,Residence Based
S12000013,2013,Mean,Pounds (GBP),209.6,All,Part Time,Workplace Based
S12000013,2013,Median,Pounds (GBP),172.8,All,Part Time,Workplace Based
S12000041,2015,Median,Pounds (GBP),390.5,All,All Patterns,Residence Based
S12000047,2013,Mean,Pounds (GBP),193.6,All,Part Time,Workplace Based
S12000013,2014,Mean,Pounds (GBP),205.7,All,Part Time,Workplace Based
S12000036,2019,Median,Pounds (GBP),498.3,All,All Patterns,Residence Based
S12000036,2019,Mean,Pounds (GBP),623.3,All,All Patterns,Residence Based
S12000020,2014,Mean,Pounds (GBP),197.7,All,Part Time,Workplace Based
S12000034,2005,Mean,Pounds (GBP),163.6,All,Part Time,Residence Based
S12000018,2013,Mean,Pounds (GBP),203.8,All,Part Time,Workplace Based
S12000050,2005,Median,Pounds (GBP),325.8,All,All Patterns,Workplace Based
S12000006,2019,Median,Pounds (GBP),395.1,All,All Patterns,Residence Based
S12000017,2013,Mean,Pounds (GBP),187.2,All,Part Time,Workplace Based
S12000029,2014,Mean,Pounds (GBP),482.4,All,All Patterns,Residence Based
S12000018,2013,Median,Pounds (GBP),174.8,All,Part Time,Workplace Based
S12000030,2014,Mean,Pounds (GBP),578,All,All Patterns,Residence Based
S12000035,2019,Mean,Pounds (GBP),438.9,All,All Patterns,Residence Based
S12000041,2019,Mean,Pounds (GBP),486.2,All,All Patterns,Residence Based
S12000039,2017,Mean,Pounds (GBP),500.4,All,All Patterns,Residence Based
S12000041,2014,Mean,Pounds (GBP),190.6,All,Part Time,Workplace Based
S12000041,2005,Median,Pounds (GBP),134,All,Part Time,Residence Based
S12000026,2013,Mean,Pounds (GBP),193.3,All,Part Time,Workplace Based
S12000028,2013,Mean,Pounds (GBP),181.4,All,Part Time,Workplace Based
S12000019,2018,Mean,Pounds (GBP),521.9,All,All Patterns,Residence Based
S12000028,2017,Mean,Pounds (GBP),537.2,All,All Patterns,Residence Based
S12000017,2013,Median,Pounds (GBP),160.1,All,Part Time,Workplace Based
S12000005,2015,Mean,Pounds (GBP),488,All,All Patterns,Residence Based
S12000028,2013,Median,Pounds (GBP),154.1,All,Part Time,Workplace Based
S12000034,2005,Median,Pounds (GBP),125,All,Part Time,Residence Based
S12000033,2005,Median,Pounds (GBP),118.1,All,Part Time,Residence Based
S12000006,2012,Mean,Pounds (GBP),161.2,All,Part Time,Workplace Based
S12000006,2019,Mean,Pounds (GBP),469.4,All,All Patterns,Residence Based
S12000026,2014,Median,Pounds (GBP),170.6,All,Part Time,Workplace Based
S12000027,2014,Mean,Pounds (GBP),179.3,All,Part Time,Workplace Based
S12000048,2014,Mean,Pounds (GBP),199.3,All,Part Time,Workplace Based
S12000034,2019,Median,Pounds (GBP),498.3,All,All Patterns,Residence Based
S12000021,2014,Median,Pounds (GBP),177.6,All,Part Time,Workplace Based
S12000034,2012,Mean,Pounds (GBP),164.8,All,Part Time,Workplace Based
S12000019,2017,Mean,Pounds (GBP),514.8,All,All Patterns,Workplace Based
S12000050,2003,Median,Pounds (GBP),318.2,All,All Patterns,Workplace Based
S12000006,2012,Median,Pounds (GBP),132.2,All,Part Time,Workplace Based
S12000042,2012,Mean,Pounds (GBP),205.4,All,Part Time,Workplace Based
S12000034,2012,Median,Pounds (GBP),139.6,All,Part Time,Workplace Based
S12000042,2012,Median,Pounds (GBP),165.8,All,Part Time,Workplace Based
S12000020,2014,Median,Pounds (GBP),175.6,All,Part Time,Workplace Based
S12000013,2014,Median,Pounds (GBP),172.1,All,Part Time,Workplace Based
S12000034,2019,Mean,Pounds (GBP),584.6,All,All Patterns,Residence Based
S12000019,2014,Mean,Pounds (GBP),197.1,All,Part Time,Workplace Based
S12000023,2014,Mean,Pounds (GBP),191.9,All,Part Time,Workplace Based
S12000038,2014,Mean,Pounds (GBP),206.9,All,Part Time,Workplace Based
S12000049,2007,Mean,Pounds (GBP),157.5,All,Part Time,Residence Based
S12000042,2019,Median,Pounds (GBP),438.2,All,All Patterns,Residence Based
S12000014,2014,Median,Pounds (GBP),159.2,All,Part Time,Workplace Based
S12000011,2014,Mean,Pounds (GBP),166.5,All,Part Time,Workplace Based
S12000048,2014,Median,Pounds (GBP),161.5,All,Part Time,Workplace Based
S12000026,2014,Mean,Pounds (GBP),196.4,All,Part Time,Workplace Based
S12000033,2005,Mean,Pounds (GBP),161.4,All,Part Time,Residence Based
S12000049,2007,Median,Pounds (GBP),141.8,All,Part Time,Residence Based
S12000014,2014,Mean,Pounds (GBP),188.6,All,Part Time,Workplace Based
S12000038,2014,Median,Pounds (GBP),175.4,All,Part Time,Workplace Based
S12000050,2005,Mean,Pounds (GBP),385.5,All,All Patterns,Workplace Based
S12000034,1998,Median,Pounds (GBP),298.7,All,Full Time,Workplace Based
S12000028,2007,Mean,Pounds (GBP),168.3,All,Part Time,Residence Based
S12000040,2007,Mean,Pounds (GBP),175.9,All,Part Time,Residence Based
S12000050,2003,Mean,Pounds (GBP),374.7,All,All Patterns,Workplace Based
S12000039,1997,Mean,Pounds (GBP),318.2,All,Full Time,Workplace Based
S12000039,1997,Median,Pounds (GBP),269.2,All,Full Time,Workplace Based
S12000050,1997,Median,Pounds (GBP),250.4,All,All Patterns,Workplace Based
S12000014,2019,Median,Pounds (GBP),474,All,All Patterns,Residence Based
S12000018,2005,Mean,Pounds (GBP),169.2,All,Part Time,Residence Based
S12000040,2007,Median,Pounds (GBP),155.9,All,Part Time,Residence Based
S12000029,1997,Median,Pounds (GBP),294.6,All,Full Time,Workplace Based
S12000029,1997,Mean,Pounds (GBP),326.8,All,Full Time,Workplace Based
S12000008,2019,Median,Pounds (GBP),480.6,All,All Patterns,Residence Based
S12000050,1997,Mean,Pounds (GBP),296.1,All,All Patterns,Workplace Based
S12000041,1998,Mean,Pounds (GBP),357.1,All,Full Time,Workplace Based
S12000045,2019,Mean,Pounds (GBP),676,All,All Patterns,Residence Based
S12000017,2019,Median,Pounds (GBP),451.4,All,All Patterns,Residence Based
S12000050,2000,Median,Pounds (GBP),287.9,All,All Patterns,Workplace Based
S12000028,1997,Median,Pounds (GBP),317.2,All,Full Time,Workplace Based
S12000028,1997,Mean,Pounds (GBP),352.2,All,Full Time,Workplace Based
S12000050,1998,Median,Pounds (GBP),260.3,All,All Patterns,Workplace Based
S12000050,2014,Mean,Pounds (GBP),473.3,All,All Patterns,Workplace Based
S12000034,1997,Median,Pounds (GBP),295.1,All,Full Time,Workplace Based
S12000033,1997,Mean,Pounds (GBP),409.1,All,Full Time,Workplace Based
S12000027,1997,Mean,Pounds (GBP),382.9,All,Full Time,Workplace Based
S12000023,2005,Mean,Pounds (GBP),139.8,All,Part Time,Residence Based
S12000047,2019,Mean,Pounds (GBP),500.2,All,All Patterns,Residence Based
S12000050,2009,Median,Pounds (GBP),375.5,All,All Patterns,Workplace Based
S12000050,2007,Median,Pounds (GBP),367.1,All,All Patterns,Workplace Based
S12000014,2019,Mean,Pounds (GBP),513.9,All,All Patterns,Residence Based
S12000050,2014,Median,Pounds (GBP),421.1,All,All Patterns,Workplace Based
S12000017,2019,Mean,Pounds (GBP),512.4,All,All Patterns,Residence Based
S12000029,2004,Median,Pounds (GBP),141.6,All,Part Time,Residence Based
S12000021,2011,Mean,Pounds (GBP),186.8,All,Part Time,Workplace Based
S12000023,2011,Mean,Pounds (GBP),170.2,All,Part Time,Workplace Based
S12000021,2011,Median,Pounds (GBP),162.5,All,Part Time,Workplace Based
S12000048,2011,Median,Pounds (GBP),135.2,All,Part Time,Workplace Based
S12000029,2004,Mean,Pounds (GBP),178.7,All,Part Time,Residence Based
S12000050,2010,Mean,Pounds (GBP),175.7,All,Part Time,Residence Based
S12000041,2002,Mean,Pounds (GBP),134.6,All,Part Time,Residence Based
S12000020,2011,Mean,Pounds (GBP),190.6,All,Part Time,Workplace Based
S12000019,2019,Median,Pounds (GBP),478,All,All Patterns,Residence Based
S12000041,2013,Mean,Pounds (GBP),202.4,All,Part Time,Workplace Based
S12000050,2012,Mean,Pounds (GBP),460,All,All Patterns,Workplace Based
S12000039,2004,Mean,Pounds (GBP),174.6,All,Part Time,Residence Based
S12000034,2013,Mean,Pounds (GBP),180.6,All,Part Time,Workplace Based
S12000035,2013,Median,Pounds (GBP),148.3,All,Part Time,Workplace Based
S12000041,2013,Median,Pounds (GBP),166,All,Part Time,Workplace Based
S12000049,2006,Median,Pounds (GBP),126.8,All,Part Time,Residence Based
S12000040,2011,Mean,Pounds (GBP),206.8,All,Part Time,Workplace Based
S12000040,2011,Median,Pounds (GBP),178.6,All,Part Time,Workplace Based
S12000049,2019,Mean,Pounds (GBP),532.5,All,All Patterns,Residence Based
S12000050,2015,Mean,Pounds (GBP),471.6,All,All Patterns,Workplace Based
S12000034,1998,Mean,Pounds (GBP),354.2,All,Full Time,Workplace Based
S12000050,2006,Mean,Pounds (GBP),422.4,All,All Patterns,Workplace Based
S12000045,2019,Median,Pounds (GBP),556.5,All,All Patterns,Residence Based
S12000049,2019,Median,Pounds (GBP),449.6,All,All Patterns,Residence Based
S12000033,2012,Median,Pounds (GBP),151.7,All,Part Time,Workplace Based
S12000050,2007,Mean,Pounds (GBP),445.6,All,All Patterns,Workplace Based
S12000049,2003,Median,Pounds (GBP),120.5,All,Part Time,Residence Based
S12000033,2012,Mean,Pounds (GBP),188.9,All,Part Time,Workplace Based
S92000003,2011,Median,Pounds (GBP),157.3,All,Part Time,Workplace Based
S12000049,2003,Mean,Pounds (GBP),145.8,All,Part Time,Residence Based
S12000041,2002,Median,Pounds (GBP),118,All,Part Time,Residence Based
S92000003,2011,Mean,Pounds (GBP),190.8,All,Part Time,Workplace Based
S12000006,1998,Median,Pounds (GBP),292.7,All,Full Time,Workplace Based
S12000017,2012,Median,Pounds (GBP),375.9,All,All Patterns,Residence Based
S12000018,2012,Median,Pounds (GBP),351.6,All,All Patterns,Residence Based
S12000049,2017,Mean,Pounds (GBP),539,All,All Patterns,Workplace Based
S12000019,2012,Mean,Pounds (GBP),429.6,All,All Patterns,Residence Based
S12000028,2013,Median,Pounds (GBP),427,All,All Patterns,Residence Based
S12000005,1998,Mean,Pounds (GBP),385.6,All,Full Time,Workplace Based
S12000035,1998,Mean,Pounds (GBP),327.3,All,Full Time,Workplace Based
S12000006,1998,Mean,Pounds (GBP),317.4,All,Full Time,Workplace Based
S12000049,2002,Mean,Pounds (GBP),365.4,All,All Patterns,Workplace Based
S12000005,2007,Median,Pounds (GBP),427.6,All,Full Time,Residence Based
S12000036,1998,Mean,Pounds (GBP),379.4,All,Full Time,Workplace Based
S12000047,2012,Median,Pounds (GBP),383.6,All,All Patterns,Residence Based
S12000008,2012,Mean,Pounds (GBP),441.4,All,All Patterns,Residence Based
S12000050,2008,Median,Pounds (GBP),382.1,All,All Patterns,Workplace Based
S12000005,1998,Median,Pounds (GBP),300.3,All,Full Time,Workplace Based
S12000010,2009,Mean,Pounds (GBP),557.9,All,Full Time,Residence Based
S12000030,1997,Mean,Pounds (GBP),355.2,All,Full Time,Workplace Based
S12000045,2012,Mean,Pounds (GBP),552,All,All Patterns,Residence Based
S12000042,1998,Mean,Pounds (GBP),349.1,All,Full Time,Workplace Based
S12000030,1997,Median,Pounds (GBP),307.1,All,Full Time,Workplace Based
S12000008,1998,Mean,Pounds (GBP),342,All,Full Time,Workplace Based
S12000045,2012,Median,Pounds (GBP),466.1,All,All Patterns,Residence Based
S12000050,2011,Mean,Pounds (GBP),453.1,All,All Patterns,Workplace Based
S12000008,1998,Median,Pounds (GBP),311.4,All,Full Time,Workplace Based
S12000023,2013,Median,Pounds (GBP),324.7,All,All Patterns,Residence Based
S12000010,2009,Median,Pounds (GBP),481.8,All,Full Time,Residence Based
S12000028,2013,Mean,Pounds (GBP),507,All,All Patterns,Residence Based
S12000047,2012,Mean,Pounds (GBP),447.8,All,All Patterns,Residence Based
S12000042,1998,Median,Pounds (GBP),307.5,All,Full Time,Workplace Based
S12000006,2012,Median,Pounds (GBP),320.6,All,All Patterns,Residence Based
S12000019,2013,Median,Pounds (GBP),385,All,All Patterns,Residence Based
S12000005,2007,Mean,Pounds (GBP),486.7,All,Full Time,Residence Based
S12000049,1999,Mean,Pounds (GBP),336.9,All,All Patterns,Workplace Based
S12000041,1998,Median,Pounds (GBP),298.3,All,Full Time,Workplace Based
S12000050,2019,Median,Pounds (GBP),482.6,All,All Patterns,Residence Based
S12000040,1997,Median,Pounds (GBP),302.7,All,Full Time,Workplace Based
S12000040,1997,Mean,Pounds (GBP),344.1,All,Full Time,Workplace Based
S12000033,1998,Mean,Pounds (GBP),441.9,All,Full Time,Workplace Based
S12000020,2005,Mean,Pounds (GBP),158.1,All,Part Time,Residence Based
S12000050,2019,Mean,Pounds (GBP),526.8,All,All Patterns,Residence Based
S12000036,1997,Mean,Pounds (GBP),373.6,All,Full Time,Workplace Based
S12000020,2005,Median,Pounds (GBP),136,All,Part Time,Residence Based
S12000033,1997,Median,Pounds (GBP),349.8,All,Full Time,Workplace Based
S12000050,2013,Median,Pounds (GBP),409.8,All,All Patterns,Workplace Based
S12000034,1997,Mean,Pounds (GBP),341.1,All,Full Time,Workplace Based
S12000050,2010,Mean,Pounds (GBP),446.1,All,All Patterns,Workplace Based
S12000036,1997,Median,Pounds (GBP),327.5,All,Full Time,Workplace Based
S12000050,2009,Mean,Pounds (GBP),456.1,All,All Patterns,Workplace Based
S12000010,2019,Median,Pounds (GBP),507.9,All,All Patterns,Residence Based
S12000010,2019,Mean,Pounds (GBP),569.4,All,All Patterns,Residence Based
S12000035,1998,Median,Pounds (GBP),282.1,All,Full Time,Workplace Based
S12000050,2010,Median,Pounds (GBP),375,All,All Patterns,Workplace Based
S12000049,2018,Median,Pounds (GBP),476.9,All,All Patterns,Workplace Based
S12000049,2011,Mean,Pounds (GBP),476.5,All,All Patterns,Workplace Based
S12000036,1998,Median,Pounds (GBP),330.2,All,Full Time,Workplace Based
S12000011,2019,Mean,Pounds (GBP),779,All,All Patterns,Residence Based
S12000033,1998,Median,Pounds (GBP),373.3,All,Full Time,Workplace Based
S12000011,2019,Median,Pounds (GBP),672.3,All,All Patterns,Residence Based
S12000021,2019,Median,Pounds (GBP),464.9,All,All Patterns,Residence Based
S12000050,2006,Median,Pounds (GBP),360.5,All,All Patterns,Workplace Based
S12000017,2005,Mean,Pounds (GBP),161.2,All,Part Time,Residence Based
S12000008,2019,Mean,Pounds (GBP),523.6,All,All Patterns,Residence Based
S12000017,2005,Median,Pounds (GBP),130.7,All,Part Time,Residence Based
S12000050,2013,Mean,Pounds (GBP),468.7,All,All Patterns,Workplace Based
S12000033,2003,Median,Pounds (GBP),321.1,All,All Patterns,Residence Based
S12000017,2004,Median,Pounds (GBP),310.2,All,All Patterns,Residence Based
S12000048,2012,Median,Pounds (GBP),147.1,All,Part Time,Workplace Based
S12000028,2002,Mean,Pounds (GBP),391.1,All,All Patterns,Residence Based
S12000005,2005,Median,Pounds (GBP),294.6,All,All Patterns,Residence Based
S12000048,2012,Mean,Pounds (GBP),186.4,All,Part Time,Workplace Based
S12000023,2012,Mean,Pounds (GBP),165.5,All,Part Time,Workplace Based
S12000027,2007,Mean,Pounds (GBP),445.4,All,All Patterns,Residence Based
S12000023,2003,Median,Pounds (GBP),231.5,All,All Patterns,Residence Based
S12000028,2012,Median,Pounds (GBP),146.5,All,Part Time,Workplace Based
S12000018,2012,Mean,Pounds (GBP),172.9,All,Part Time,Workplace Based
S12000010,2005,Mean,Pounds (GBP),169.1,All,Part Time,Residence Based
S12000028,2012,Mean,Pounds (GBP),160.9,All,Part Time,Workplace Based
S12000010,2005,Median,Pounds (GBP),153.6,All,Part Time,Residence Based
S12000017,2012,Mean,Pounds (GBP),177.3,All,Part Time,Workplace Based
S12000017,2004,Mean,Pounds (GBP),349.5,All,All Patterns,Residence Based
S12000018,2002,Median,Pounds (GBP),283.9,All,All Patterns,Residence Based
S12000018,2012,Median,Pounds (GBP),156.7,All,Part Time,Workplace Based
S12000020,2006,Mean,Pounds (GBP),344.7,All,All Patterns,Residence Based
S12000020,2012,Mean,Pounds (GBP),186.9,All,Part Time,Workplace Based
S12000020,2012,Median,Pounds (GBP),171,All,Part Time,Workplace Based
S12000042,2005,Mean,Pounds (GBP),158.9,All,Part Time,Residence Based
S12000019,2007,Median,Pounds (GBP),361,All,All Patterns,Residence Based
S12000019,2012,Mean,Pounds (GBP),179.6,All,Part Time,Workplace Based
S12000019,2012,Median,Pounds (GBP),162.7,All,Part Time,Workplace Based
S12000021,2007,Mean,Pounds (GBP),435.6,All,All Patterns,Residence Based
S12000011,2006,Median,Pounds (GBP),412.6,All,All Patterns,Residence Based
S12000010,2006,Median,Pounds (GBP),357.2,All,All Patterns,Residence Based
S12000008,2005,Mean,Pounds (GBP),147.1,All,Part Time,Residence Based
S12000010,2004,Median,Pounds (GBP),340.4,All,All Patterns,Residence Based
S12000030,2012,Mean,Pounds (GBP),207.3,All,Part Time,Workplace Based
S12000030,2012,Median,Pounds (GBP),165.6,All,Part Time,Workplace Based
S12000021,2007,Median,Pounds (GBP),343.1,All,All Patterns,Residence Based
S92000003,2002,Mean,Pounds (GBP),357.5,All,All Patterns,Residence Based
S92000003,2002,Median,Pounds (GBP),302,All,All Patterns,Residence Based
S12000039,2012,Median,Pounds (GBP),135.3,All,Part Time,Workplace Based
S12000026,2012,Median,Pounds (GBP),165.7,All,Part Time,Workplace Based
S12000008,2010,Mean,Pounds (GBP),431.7,All,All Patterns,Residence Based
S12000049,2018,Mean,Pounds (GBP),545.6,All,All Patterns,Workplace Based
S12000038,2009,Median,Pounds (GBP),391.7,All,All Patterns,Residence Based
S12000029,2012,Median,Pounds (GBP),161,All,Part Time,Workplace Based
S12000010,2013,Mean,Pounds (GBP),186.1,All,Part Time,Workplace Based
S12000045,2010,Mean,Pounds (GBP),542.9,All,All Patterns,Residence Based
S12000047,2010,Mean,Pounds (GBP),449.4,All,All Patterns,Residence Based
S12000011,2010,Mean,Pounds (GBP),586.8,All,All Patterns,Residence Based
S12000049,2000,Median,Pounds (GBP),287.9,All,All Patterns,Workplace Based
S12000014,2010,Median,Pounds (GBP),396.7,All,All Patterns,Residence Based
S12000033,2013,Median,Pounds (GBP),166.7,All,Part Time,Workplace Based
S12000049,1999,Median,Pounds (GBP),291.8,All,All Patterns,Workplace Based
S12000026,2003,Mean,Pounds (GBP),350.8,All,All Patterns,Residence Based
S12000038,2012,Mean,Pounds (GBP),211.8,All,Part Time,Workplace Based
S12000023,2017,Mean,Pounds (GBP),155,All,Part Time,Workplace Based
S12000049,2010,Median,Pounds (GBP),402.5,All,All Patterns,Workplace Based
S12000018,2002,Mean,Pounds (GBP),321.6,All,All Patterns,Residence Based
S12000040,2007,Median,Pounds (GBP),350.6,All,All Patterns,Residence Based
S12000038,2012,Median,Pounds (GBP),175,All,Part Time,Workplace Based
S12000042,2005,Median,Pounds (GBP),130.1,All,Part Time,Residence Based
S12000014,2005,Mean,Pounds (GBP),166.8,All,Part Time,Residence Based
S12000039,2012,Mean,Pounds (GBP),166,All,Part Time,Workplace Based
S12000029,2012,Mean,Pounds (GBP),175.3,All,Part Time,Workplace Based
S12000047,2010,Median,Pounds (GBP),384.3,All,All Patterns,Residence Based
S12000027,2012,Mean,Pounds (GBP),149.9,All,Part Time,Workplace Based
S12000026,2012,Mean,Pounds (GBP),186.6,All,Part Time,Workplace Based
S12000038,2009,Mean,Pounds (GBP),467.9,All,All Patterns,Residence Based
S12000047,2004,Median,Pounds (GBP),321,All,All Patterns,Residence Based
S12000023,2019,Mean,Pounds (GBP),448.6,All,All Patterns,Residence Based
S12000014,2012,Median,Pounds (GBP),166.7,All,Part Time,Workplace Based
S12000047,2012,Median,Pounds (GBP),155,All,Part Time,Workplace Based
S12000019,2005,Median,Pounds (GBP),146,All,Part Time,Residence Based
S12000019,2005,Mean,Pounds (GBP),173.3,All,Part Time,Residence Based
S12000050,2017,Mean,Pounds (GBP),507,All,All Patterns,Workplace Based
S12000023,2019,Median,Pounds (GBP),395.7,All,All Patterns,Residence Based
S12000030,2004,Mean,Pounds (GBP),186.6,All,Part Time,Residence Based
S12000017,2012,Median,Pounds (GBP),148.9,All,Part Time,Workplace Based
S12000045,2012,Median,Pounds (GBP),176.7,All,Part Time,Workplace Based
S12000047,2012,Mean,Pounds (GBP),181.2,All,Part Time,Workplace Based
S12000041,2012,Mean,Pounds (GBP),203.6,All,Part Time,Workplace Based
S12000041,2012,Median,Pounds (GBP),182.8,All,Part Time,Workplace Based
S12000050,2004,Mean,Pounds (GBP),377.1,All,All Patterns,Workplace Based
S12000048,2019,Mean,Pounds (GBP),546.3,All,All Patterns,Residence Based
S12000045,2012,Mean,Pounds (GBP),229.5,All,Part Time,Workplace Based
S12000021,2019,Mean,Pounds (GBP),525.3,All,All Patterns,Residence Based
S12000049,2006,Mean,Pounds (GBP),159.3,All,Part Time,Residence Based
S12000050,2008,Mean,Pounds (GBP),170.2,All,Part Time,Residence Based
S12000029,2011,Mean,Pounds (GBP),176,All,Part Time,Workplace Based
S12000029,2011,Median,Pounds (GBP),152.2,All,Part Time,Workplace Based
S12000050,2008,Median,Pounds (GBP),156.6,All,Part Time,Residence Based
S12000036,2013,Mean,Pounds (GBP),232,All,Part Time,Workplace Based
S12000036,2013,Median,Pounds (GBP),187.4,All,Part Time,Workplace Based
S12000040,2004,Mean,Pounds (GBP),142.1,All,Part Time,Residence Based
S12000030,2011,Median,Pounds (GBP),148.6,All,Part Time,Workplace Based
S12000039,2007,Mean,Pounds (GBP),196.6,All,Part Time,Residence Based
S12000039,2011,Mean,Pounds (GBP),177.5,All,Part Time,Workplace Based
S12000039,2011,Median,Pounds (GBP),176.6,All,Part Time,Workplace Based
S12000040,2004,Median,Pounds (GBP),118.4,All,Part Time,Residence Based
S12000050,2012,Median,Pounds (GBP),396.6,All,All Patterns,Workplace Based
S12000039,2007,Median,Pounds (GBP),153.2,All,Part Time,Residence Based
S12000030,2011,Mean,Pounds (GBP),183.9,All,Part Time,Workplace Based
S12000011,2012,Mean,Pounds (GBP),208.4,All,Part Time,Workplace Based
S12000010,2012,Median,Pounds (GBP),151.8,All,Part Time,Workplace Based
S12000033,2003,Mean,Pounds (GBP),403.7,All,All Patterns,Residence Based
S12000008,2012,Mean,Pounds (GBP),200.4,All,Part Time,Workplace Based
S12000028,2011,Mean,Pounds (GBP),169,All,Part Time,Workplace Based
S12000026,2011,Median,Pounds (GBP),165.7,All,Part Time,Workplace Based
S12000050,2009,Mean,Pounds (GBP),178.3,All,Part Time,Residence Based
S12000030,2004,Median,Pounds (GBP),139.1,All,Part Time,Residence Based
S12000019,2002,Mean,Pounds (GBP),334.6,All,All Patterns,Residence Based
S12000038,2011,Median,Pounds (GBP),180,All,Part Time,Workplace Based
S12000010,2012,Mean,Pounds (GBP),188.5,All,Part Time,Workplace Based
S12000027,2002,Mean,Pounds (GBP),322.7,All,All Patterns,Residence Based
S12000008,2012,Median,Pounds (GBP),157.3,All,Part Time,Workplace Based
S12000011,2012,Median,Pounds (GBP),185.9,All,Part Time,Workplace Based
S12000010,2004,Mean,Pounds (GBP),381,All,All Patterns,Residence Based
S12000038,2011,Mean,Pounds (GBP),202.8,All,Part Time,Workplace Based
S12000049,2004,Mean,Pounds (GBP),147,All,Part Time,Residence Based
S12000050,2009,Median,Pounds (GBP),160.4,All,Part Time,Residence Based
S12000028,2011,Median,Pounds (GBP),140.4,All,Part Time,Workplace Based
S12000014,2012,Mean,Pounds (GBP),196.7,All,Part Time,Workplace Based
S12000035,2012,Median,Pounds (GBP),144.8,All,Part Time,Workplace Based
S12000048,2019,Median,Pounds (GBP),467.1,All,All Patterns,Residence Based
S12000050,2004,Median,Pounds (GBP),322.2,All,All Patterns,Workplace Based
S12000035,2012,Mean,Pounds (GBP),143.4,All,Part Time,Workplace Based
S12000034,2002,Mean,Pounds (GBP),156.1,All,Part Time,Residence Based
S12000026,2011,Mean,Pounds (GBP),178.6,All,Part Time,Workplace Based
S12000013,2011,Mean,Pounds (GBP),216.8,All,Part Time,Workplace Based
S12000013,2011,Median,Pounds (GBP),190.4,All,Part Time,Workplace Based
S12000049,2004,Median,Pounds (GBP),119.5,All,Part Time,Residence Based
S12000050,2010,Median,Pounds (GBP),157.4,All,Part Time,Residence Based
S12000048,2011,Mean,Pounds (GBP),169.5,All,Part Time,Workplace Based
S12000034,2002,Median,Pounds (GBP),121.7,All,Part Time,Residence Based
S12000029,2017,Mean,Pounds (GBP),214.8,All,Part Time,Workplace Based
S12000047,2017,Median,Pounds (GBP),403.9,All,All Patterns,Workplace Based
S12000026,2017,Mean,Pounds (GBP),200.9,All,Part Time,Workplace Based
S12000028,2017,Median,Pounds (GBP),179.9,All,Part Time,Workplace Based
S12000010,2017,Mean,Pounds (GBP),480.4,All,All Patterns,Workplace Based
S12000006,2015,Median,Pounds (GBP),342.5,All,All Patterns,Workplace Based
S12000030,2015,Median,Pounds (GBP),417,All,All Patterns,Workplace Based
S12000010,2017,Median,Pounds (GBP),427.3,All,All Patterns,Workplace Based
S12000045,2017,Median,Pounds (GBP),358.3,All,All Patterns,Workplace Based
S12000030,2017,Mean,Pounds (GBP),207.1,All,Part Time,Workplace Based
S12000030,2017,Median,Pounds (GBP),175.9,All,Part Time,Workplace Based
S12000020,2003,Median,Pounds (GBP),259.6,All,All Patterns,Residence Based
S12000023,2014,Median,Pounds (GBP),334.9,All,All Patterns,Workplace Based
S12000050,2014,Mean,Pounds (GBP),200.5,All,Part Time,Residence Based
S12000029,2017,Median,Pounds (GBP),188,All,Part Time,Workplace Based
S12000050,2014,Median,Pounds (GBP),172.5,All,Part Time,Residence Based
S12000038,2019,Mean,Pounds (GBP),557.4,All,All Patterns,Residence Based
S12000020,2015,Median,Pounds (GBP),366.7,All,All Patterns,Workplace Based
S12000017,2017,Mean,Pounds (GBP),470.9,All,All Patterns,Workplace Based
S12000045,2002,Median,Pounds (GBP),143.4,All,Part Time,Residence Based
S12000036,2001,Mean,Pounds (GBP),391.3,All,All Patterns,Workplace Based
S12000020,2015,Mean,Pounds (GBP),441.5,All,All Patterns,Workplace Based
S12000028,2019,Median,Pounds (GBP),498.3,All,All Patterns,Residence Based
S12000038,2019,Median,Pounds (GBP),480,All,All Patterns,Residence Based
S12000045,2002,Mean,Pounds (GBP),176.3,All,Part Time,Residence Based
S12000005,2001,Median,Pounds (GBP),303.9,All,All Patterns,Workplace Based
S12000048,2017,Median,Pounds (GBP),187.2,All,Part Time,Workplace Based
S12000026,2017,Median,Pounds (GBP),177.4,All,Part Time,Workplace Based
S12000027,2017,Mean,Pounds (GBP),198.8,All,Part Time,Workplace Based
S12000048,2017,Mean,Pounds (GBP),211.9,All,Part Time,Workplace Based
S12000019,2017,Median,Pounds (GBP),206.7,All,Part Time,Workplace Based
S12000038,2017,Mean,Pounds (GBP),225.2,All,Part Time,Workplace Based
S12000038,2017,Median,Pounds (GBP),200,All,Part Time,Workplace Based
S12000018,2003,Mean,Pounds (GBP),157.8,All,Part Time,Residence Based
S12000005,2018,Median,Pounds (GBP),205.1,All,Part Time,Workplace Based
S12000006,2002,Mean,Pounds (GBP),319.9,All,All Patterns,Residence Based
S12000039,2003,Median,Pounds (GBP),119.9,All,Part Time,Residence Based
S12000036,2018,Mean,Pounds (GBP),263.6,All,Part Time,Workplace Based
S12000035,2018,Mean,Pounds (GBP),196.1,All,Part Time,Workplace Based
S12000041,2018,Median,Pounds (GBP),190.7,All,Part Time,Workplace Based
S12000017,2003,Mean,Pounds (GBP),153.6,All,Part Time,Residence Based
S12000036,2018,Median,Pounds (GBP),210.4,All,Part Time,Workplace Based
